Geneid;Chr;Start;End;Strand;Length;Description
SOX2-OT;chr3;180989762;180989840;+;32836;SOX2 overlapping transcript
SOX21;chr13;94709622;94712545;-;2924;SRY-box transcription factor 21
SOX21-AS1;chr13;94703454;94703585;+;4889;SOX21 antisense divergent transcript 1
SOX3;chrX;140502985;140505069;-;2085;SRY-box transcription factor 3
SOX30;chr5;157625679;157626721;-;3489;SRY-box transcription factor 30
SOX4;chr6;21593751;21598619;+;4869;SRY-box transcription factor 4
SOX5;chr12;23529504;23534522;-;11062;SRY-box transcription factor 5
SOX5-AS1;chr12;24223233;24223323;+;3463;SOX5 antisense RNA 1
SOX6;chr11;15966449;15973112;-;20093;SRY-box transcription factor 6
SOX7;chr8;10723768;10726666;-;3215;SRY-box transcription factor 7
SOX8;chr16;981770;982344;+;4470;SRY-box transcription factor 8
SOX9;chr17;72121020;72121822;+;3931;SRY-box transcription factor 9
SOX9-AS1;chr17;72067099;72071231;-;15844;SOX9 antisense RNA 1
SP1;chr12;53380176;53380298;+;8083;Sp1 transcription factor
SP100;chr2;230415942;230416328;+;14134;SP100 nuclear antigen
SP110;chr2;230165186;230169237;-;10685;SP110 nuclear body protein
SP140;chr2;230203110;230203279;+;5582;SP140 nuclear body protein
SP140L;chr2;230327184;230327301;+;5650;SP140 nuclear body protein like
SP2;chr17;47896150;47896337;+;3570;Sp2 transcription factor
SP2-AS1;chr17;47897330;47897440;-;2531;SP2 antisense RNA 1
SP2-DT;chr17;47891219;47891581;-;4354;SP2 divergent transcript
SP3;chr2;173880850;173881061;-;16892;Sp3 transcription factor
SP4;chr7;21428043;21428258;+;6225;Sp4 transcription factor
SP5;chr2;170715337;170715563;+;2074;Sp5 transcription factor
SP6;chr17;47844908;47848486;-;4045;Sp6 transcription factor
SP7;chr12;53326575;53329420;-;3386;Sp7 transcription factor
SP8;chr7;20782279;20785795;-;3722;Sp8 transcription factor
SP9;chr2;174334954;174335113;+;2554;Sp9 transcription factor
SPA17;chr11;124673844;124675418;+;5159;sperm autoantigenic protein 17
SPAAR;chr9;35909490;35909564;+;2902;small regulatory polypeptide of amino acid response
SPACA6;chr19;51689128;51689582;+;4113;sperm acrosome associated 6
SPACA6-AS1;chr19;51685363;51688501;-;3962;SPACA6 antisense RNA 1
SPACA9;chr9;132878027;132878436;+;2823;sperm acrosome associated 9
SPAG1;chr8;100157906;100158118;+;5056;sperm associated antigen 1
SPAG16;chr2;213284389;213284619;+;8235;sperm associated antigen 16
SPAG16-DT;chr2;213276552;213277941;-;1727;SPAG16 divergent transcript
SPAG17;chr1;117953590;117954049;-;9828;sperm associated antigen 17
SPAG4;chr20;35615829;35616307;+;2348;sperm associated antigen 4
SPAG5;chr17;28577565;28577770;-;5218;sperm associated antigen 5
SPAG5-AS1;chr17;28598790;28599839;+;3835;SPAG5 antisense RNA 1
SPAG6;chr10;22345445;22345818;+;3876;sperm associated antigen 6
SPAG7;chr17;4959226;4959643;-;2776;sperm associated antigen 7
SPAG8;chr9;35808045;35808306;-;2722;sperm associated antigen 8
SPAG9;chr17;50962174;50966387;-;11951;sperm associated antigen 9
SPANXA2-OT1;chrX;141177284;141177353;+;7463;SPANXA2 overlapping transcript 1
SPARC;chr5;151661096;151663599;-;4641;secreted protein acidic and cysteine rich
SPARCL1;chr4;87473335;87473803;-;3476;SPARC like 1
SPART;chr13;36301638;36304632;-;6534;spartin
SPART-AS1;chr13;36346431;36346507;+;5029;SPART antisense RNA 1
SPAST;chr2;32063556;32064246;+;9481;spastin
SPATA1;chr1;84506300;84506418;+;4365;spermatogenesis associated 1
SPATA12;chr3;57060664;57060786;+;2190;spermatogenesis associated 12
SPATA13;chr13;23979805;23979924;+;11308;spermatogenesis associated 13
SPATA13-AS1;chr13;24252749;24252956;-;433;SPATA13 antisense RNA 1
SPATA17;chr1;217631324;217631446;+;6515;spermatogenesis associated 17
SPATA18;chr4;52051304;52051791;+;4975;spermatogenesis associated 18
SPATA2;chr20;49903391;49906845;-;4291;spermatogenesis associated 2
SPATA20;chr17;50543058;50543535;+;5337;spermatogenesis associated 20
SPATA21;chr1;16387117;16387301;-;4506;spermatogenesis associated 21
SPATA22;chr17;3440019;3440338;-;2860;spermatogenesis associated 22
SPATA24;chr5;139396563;139396955;-;1205;spermatogenesis associated 24
SPATA25;chr20;45886491;45887145;-;742;spermatogenesis associated 25
SPATA2L;chr16;89696357;89698305;-;2468;spermatogenesis associated 2 like
SPATA3;chr2;230990324;230991113;+;3612;spermatogenesis associated 3
SPATA3-AS1;chr2;230984368;230986110;-;3865;SPATA3 antisense RNA 1 (head to head)
SPATA31A6;chr9;42183659;42183876;+;4312;SPATA31 subfamily A member 6
SPATA31B1P;chr9;82057647;82061354;-;4016;SPATA31 subfamily B member 1, pseudogene
SPATA31C1;chr9;87914493;87914710;+;4657;SPATA31 subfamily C member 1
SPATA31C2;chr9;88129305;88132710;-;3979;SPATA31 subfamily C member 2
SPATA31E1;chr9;87882877;87883200;+;4431;SPATA31 subfamily E member 1
SPATA33;chr16;89657740;89657866;+;5808;spermatogenesis associated 33
SPATA4;chr4;176184579;176184892;-;2437;spermatogenesis associated 4
SPATA41;chr15;100344047;100345627;-;5783;spermatogenesis associated 41
SPATA45;chr1;212830141;212830261;-;506;spermatogenesis associated 45
SPATA46;chr1;162373203;162374616;-;1848;spermatogenesis associated 46
SPATA48;chr7;50095883;50096638;+;1607;spermatogenesis associated 48
SPATA5;chr4;122923070;122923305;+;9313;spermatogenesis associated 5
SPATA5L1;chr15;45402336;45403518;+;3397;spermatogenesis associated 5 like 1
SPATA6;chr1;48295373;48298893;-;5938;spermatogenesis associated 6
SPATA6L;chr9;4553386;4554388;-;9565;spermatogenesis associated 6 like
SPATA7;chr14;88384924;88385061;+;6872;spermatogenesis associated 7
SPATA9;chr5;95652181;95653209;-;2926;spermatogenesis associated 9
SPATC1;chr8;144012280;144012726;+;2170;spermatogenesis and centriole associated 1
SPATC1L;chr21;46161148;46161705;-;2333;spermatogenesis and centriole associated 1 like
SPATS1;chr6;44342650;44342768;+;4591;spermatogenesis associated serine rich 1
SPATS2;chr12;49366584;49366720;+;6841;spermatogenesis associated serine rich 2
SPATS2L;chr2;200305881;200306160;+;10453;spermatogenesis associated serine rich 2 like
SPC24;chr19;11131520;11131607;-;2839;SPC24 component of NDC80 kinetochore complex
SPC25;chr2;168834132;168834222;-;1829;SPC25 component of NDC80 kinetochore complex
SPCS1;chr3;52704955;52705158;+;5121;signal peptidase complex subunit 1
SPCS2;chr11;74949261;74949399;+;2967;signal peptidase complex subunit 2
SPCS2P3;chr5;816346;817001;+;656;signal peptidase complex subunit 2 pseudogene 3
SPCS2P4;chr1;28095742;28096422;-;681;signal peptidase complex subunit 2 pseudogene 4
SPCS3;chr4;176319966;176320219;+;6829;signal peptidase complex subunit 3
SPDEF;chr6;34537802;34538452;-;1914;SAM pointed domain containing ETS transcription factor
SPDL1;chr5;169583636;169583889;+;4775;spindle apparatus coiled-coil protein 1
SPDYA;chr2;28782517;28782863;+;3483;speedy/RINGO cell cycle regulator family member A
SPDYE1;chr7;43997897;43997959;+;3296;speedy/RINGO cell cycle regulator family member E1
SPDYE10;chr7;73104008;73105486;-;4254;speedy/RINGO cell cycle regulator family member E10
SPDYE12;chr7;74904289;74905771;-;2901;speedy/RINGO cell cycle regulator family member E12
SPDYE16;chr7;76531313;76532794;-;4023;speedy/RINGO cell cycle regulator family member E16
SPDYE17;chr7;77022306;77023787;-;2900;speedy/RINGO cell cycle regulator family member E17
SPDYE18;chr7;77050391;77051879;-;3077;speedy/RINGO cell cycle regulator family member E18
SPDYE19P;chr7;5031608;5031667;-;713;speedy/RINGO cell cycle regulator family member E19, pseudogene
SPDYE2;chr7;102551226;102551288;+;3312;speedy/RINGO cell cycle regulator family member E2
SPDYE20P;chr7;6715630;6715689;-;632;speedy/RINGO cell cycle regulator family member E20, pseudogene
SPDYE21;chr7;67276941;67277062;+;3286;speedy/RINGO cell cycle regulator family member E21
SPDYE2B;chr7;102650319;102650377;+;3305;speedy/RINGO cell cycle regulator family member E2B
SPDYE3;chr7;100307702;100307991;+;4131;speedy/RINGO cell cycle regulator family member E3
SPDYE5;chr7;75492320;75492441;+;3281;speedy/RINGO cell cycle regulator family member E5
SPDYE6;chr7;102345746;102347221;-;3151;speedy/RINGO cell cycle regulator family member E6
SPDYE7P;chr7;72862757;72863004;-;1422;speedy/RINGO cell cycle regulator family member E7, pseudogene
SPECC1;chr17;20008865;20009424;+;21248;sperm antigen with calponin homology and coiled-coil domains 1
SPECC1-DT;chr17;20008051;20009234;-;1184;SPECC1 divergent transcript
SPECC1L;chr22;24270817;24270983;+;7461;sperm antigen with calponin homology and coiled-coil domains 1 like
SPEF1;chr20;3777504;3778319;-;1925;sperm flagellar 1
SPEF2;chr5;35617844;35618055;+;16140;sperm flagellar 2
SPEG;chr2;219434843;219435365;+;17066;striated muscle enriched protein kinase
SPEM2;chr17;7425616;7425826;+;1650;SPEM family member 2
SPEM3;chr17;7428857;7429040;+;3695;SPEM family member 3
SPEN;chr1;15836095;15836885;+;14336;spen family transcriptional repressor
SPEN-AS1;chr1;15834474;15836906;-;2473;SPEN antisense RNA 1
SPESP1;chr15;68818221;68818317;+;1563;sperm equatorial segment protein 1
SPG11;chr15;44554818;44555209;-;16081;SPG11 vesicle trafficking associated, spatacsin
SPG21;chr15;64963022;64963736;-;3983;SPG21 abhydrolase domain containing, maspardin
SPG7;chr16;89490719;89490950;+;35761;SPG7 matrix AAA peptidase subunit, paraplegin
SPHK1;chr17;76376584;76376812;+;4416;sphingosine kinase 1
SPHK2;chr19;48619291;48619543;+;6009;sphingosine kinase 2
SPHKAP;chr2;227979955;227981860;-;7046;SPHK1 interactor, AKAP domain containing
SPI1;chr11;47354860;47355546;-;2040;Spi-1 proto-oncogene
SPIB;chr19;50418938;50418985;+;4282;Spi-B transcription factor
SPICE1;chr3;113442718;113445360;-;7941;spindle and centriole associated protein 1
SPIDR;chr8;47260878;47260991;+;7174;scaffold protein involved in DNA repair
SPIN1;chr9;88388430;88388538;+;4903;spindlin 1
SPIN2A;chrX;57134530;57136997;-;2787;spindlin family member 2A
SPIN2B;chrX;57118551;57118765;-;1479;spindlin family member 2B
SPIN3;chrX;56818298;56820213;-;15841;spindlin family member 3
SPIN4;chrX;63347228;63351332;-;4105;spindlin family member 4
SPIN4-AS1;chrX;63349646;63349734;+;426;SPIN4 antisense RNA 1
SPINDOC;chr11;63813456;63813813;+;2737;spindlin interactor and repressor of chromatin binding
SPINK13;chr5;148268180;148268507;+;1175;serine peptidase inhibitor Kazal type 13
SPINK14;chr5;148168546;148168567;+;609;serine peptidase inhibitor Kazal type 14 (putative)
SPINK2;chr4;56809860;56810184;-;766;serine peptidase inhibitor Kazal type 2
SPINK5;chr5;148025683;148025786;+;4780;serine peptidase inhibitor Kazal type 5
SPINK7;chr5;148312419;148312544;+;1545;serine peptidase inhibitor Kazal type 7
SPINK8;chr3;48306842;48307003;-;812;serine peptidase inhibitor Kazal type 8 (putative)
SPINK9;chr5;148321203;148321400;+;844;serine peptidase inhibitor Kazal type 9
SPINT1;chr15;40844018;40844186;+;3542;serine peptidase inhibitor, Kunitz type 1
SPINT1-AS1;chr15;40835808;40836282;-;1296;SPINT1 antisense RNA 1
SPINT2;chr19;38244035;38244134;+;5085;serine peptidase inhibitor, Kunitz type 2
SPIRE1;chr18;12446512;12449896;-;6505;spire type actin nucleation factor 1
SPIRE2;chr16;89818179;89818538;+;7999;spire type actin nucleation factor 2
SPN;chr16;29662979;29663080;+;7382;sialophorin
SPNS1;chr16;28974221;28974464;+;3792;sphingolipid transporter 1 (putative)
SPNS2;chr17;4498881;4499417;+;4068;sphingolipid transporter 2
SPNS2-AS1;chr17;4497394;4497715;-;370;SPNS2 antisense RNA 1
SPNS3;chr17;4433940;4434166;+;2432;sphingolipid transporter 3 (putative)
SPOCD1;chr1;31790422;31791291;-;7056;SPOC domain containing 1
SPOCK1;chr5;136975298;136978844;-;6200;SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1
SPOCK2;chr10;72059034;72062905;-;6405;SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2
SPOCK3;chr4;166733384;166735090;-;4482;SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3
SPON1;chr11;13962723;13963142;+;5317;spondin 1
SPON1-AS1;chr11;14262846;14263047;-;240;SPON1 antisense RNA 1
SPON2;chr4;1166932;1167656;-;5985;spondin 2
SPOP;chr17;49598884;49600522;-;6506;speckle type BTB/POZ protein
SPOPL;chr2;138501770;138502119;+;6499;speckle type BTB/POZ protein like
SPOPL-DT;chr2;138418284;138418485;-;1313;SPOPL divergent transcript
SPOUT1;chr9;128819651;128822833;-;4566;SPOUT domain containing methyltransferase 1
SPP1;chr4;87975667;87975800;+;7250;secreted phosphoprotein 1
SPPL2A;chr15;50702266;50707874;-;15501;signal peptide peptidase like 2A
SPPL2B;chr19;2328615;2328721;+;7419;signal peptide peptidase like 2B
SPPL2C;chr17;45844881;45847067;+;2187;signal peptide peptidase like 2C
SPPL3;chr12;120762510;120765070;-;6659;signal peptide peptidase like 3
SPR;chr2;72887382;72887736;+;1458;sepiapterin reductase
SPRED1;chr15;38252836;38253217;+;7750;sprouty related EVH1 domain containing 1
SPRED2;chr2;65310851;65314169;-;5505;sprouty related EVH1 domain containing 2
SPRED3;chr19;38388421;38388807;+;5864;sprouty related EVH1 domain containing 3
SPRING1;chr12;116710171;116717893;-;8678;SREBF pathway regulator in golgi 1
SPRING1P2;chrX;130645723;130646325;+;603;SPRING1 pseudogene 2
SPRN;chr10;133420666;133423697;-;3185;shadow of prion protein
SPRTN;chr1;231337104;231338604;+;5906;SprT-like N-terminal domain
SPRY1;chr4;123396795;123396932;+;3963;sprouty RTK signaling antagonist 1
SPRY2;chr13;80335976;80337756;-;3213;sprouty RTK signaling antagonist 2
SPRY3;chrX;155612572;155612647;+;10561;sprouty RTK signaling antagonist 3
SPRY4;chr5;142310427;142315155;-;6555;sprouty RTK signaling antagonist 4
SPRY4-AS1;chr5;142325209;142325370;+;4121;SPRY4 antisense RNA 1
SPRYD3;chr12;53064316;53065966;-;3463;SPRY domain containing 3
SPRYD4;chr12;56468578;56468676;+;10769;SPRY domain containing 4
SPRYD7;chr13;49912702;49915160;-;3344;SPRY domain containing 7
SPSB1;chr1;9292894;9293071;+;3389;splA/ryanodine receptor domain and SOCS box containing 1
SPSB2;chr12;6870935;6871319;-;2452;splA/ryanodine receptor domain and SOCS box containing 2
SPSB3;chr16;1776712;1777443;-;3099;splA/ryanodine receptor domain and SOCS box containing 3
SPSB4;chr3;141051347;141051992;+;3795;splA/ryanodine receptor domain and SOCS box containing 4
SPTA1;chr1;158610704;158611389;-;10108;spectrin alpha, erythrocytic 1
SPTAN1;chr9;128552558;128552696;+;16305;spectrin alpha, non-erythrocytic 1
SPTB;chr14;64746283;64749473;-;14796;spectrin beta, erythrocytic
SPTBN1;chr2;54456317;54456518;+;18473;spectrin beta, non-erythrocytic 1
SPTBN1-AS1;chr2;54516048;54516249;-;536;SPTBN1 antisense RNA 1
SPTBN1-AS2;chr2;54661011;54661375;-;1236;SPTBN1 antisense RNA 2
SPTBN2;chr11;66682497;66686104;-;12609;spectrin beta, non-erythrocytic 2
SPTBN4;chr19;40466241;40466311;+;11766;spectrin beta, non-erythrocytic 4
SPTBN5;chr15;41848146;41848628;-;12312;spectrin beta, non-erythrocytic 5
SPTLC1;chr9;92000087;92000246;-;10589;serine palmitoyltransferase long chain base subunit 1
SPTLC1P1;chr10;31360955;31361215;+;261;serine palmitoyltransferase long chain base subunit 1 pseudogene 1
SPTLC2;chr14;77505997;77512403;-;12287;serine palmitoyltransferase long chain base subunit 2
SPTLC3;chr20;13008972;13009384;+;8527;serine palmitoyltransferase long chain base subunit 3
SPTSSA;chr14;34432788;34435304;-;2662;serine palmitoyltransferase small subunit A
SPTSSB;chr3;161344798;161346355;-;3739;serine palmitoyltransferase small subunit B
SPTY2D1;chr11;18606403;18609954;-;5899;SPT2 chromatin protein domain containing 1
SPTY2D1OS;chr11;18588781;18588995;+;2283;SPTY2D1 opposite strand
SPX;chr12;21526296;21526478;+;7242;spexin hormone
SPZ1;chr5;80319625;80319701;+;1918;spermatogenic leucine zipper 1
SQLE;chr8;124998497;124998605;+;4305;squalene epoxidase
SQOR;chr15;45631148;45631230;+;2941;sulfide quinone oxidoreductase
SQSTM1;chr5;179806398;179806591;+;7535;sequestosome 1
SRA1;chr5;140537340;140537661;-;2821;steroid receptor RNA activator 1
SRARP;chr1;16004236;16004385;+;3039;steroid receptor associated and regulated protein
SRBD1;chr2;45388680;45389599;-;5045;S1 RNA binding domain 1
SRC;chr20;37344685;37344887;+;7139;SRC proto-oncogene, non-receptor tyrosine kinase
SRCAP;chr16;30698209;30698461;+;13644;Snf2 related CREBBP activator protein
SRCIN1;chr17;38530031;38533431;-;11665;SRC kinase signaling inhibitor 1
SRD5A1;chr5;6633427;6633869;+;7631;steroid 5 alpha-reductase 1
SRD5A2;chr2;31522480;31526262;-;4519;steroid 5 alpha-reductase 2
SRD5A3;chr4;55346213;55346557;+;7702;steroid 5 alpha-reductase 3
SRD5A3-AS1;chr4;55363971;55364857;-;5148;SRD5A3 antisense RNA 1
SRD5A3P1;chr11;59898185;59899133;+;949;steroid 5 alpha-reductase 3 pseudogene 1
SREBF1;chr17;17810399;17810512;-;8234;sterol regulatory element binding transcription factor 1
SREBF2;chr22;41833079;41833358;+;7556;sterol regulatory element binding transcription factor 2
SREBF2-AS1;chr22;41831215;41833980;-;2989;SREBF2 antisense RNA 1
SREK1;chr5;66139971;66140011;+;18240;splicing regulatory glutamic acid and lysine rich protein 1
SREK1IP1;chr5;64718148;64724573;-;8460;SREK1 interacting protein 1
SREK1IP1P2;chr6;52688661;52688998;+;338;SREK1IP1 pseudogene 2
SRF;chr6;43171269;43172169;+;4231;serum response factor
SRFBP1;chr5;121961975;121962068;+;3111;serum response factor binding protein 1
SRGAP1;chr12;63843761;63844883;+;27326;SLIT-ROBO Rho GTPase activating protein 1
SRGAP2;chr1;206203346;206203482;+;15609;SLIT-ROBO Rho GTPase activating protein 2
SRGAP2-AS1;chr1;121360156;121362193;-;2649;SRGAP2 antisense RNA 1
SRGAP2B;chr1;144887265;144892381;-;7291;SLIT-ROBO Rho GTPase activating protein 2B
SRGAP2C;chr1;121184811;121184947;+;7335;SLIT-ROBO Rho GTPase activating protein 2C
SRGAP2D;chr1;143975087;143975153;+;1021;SLIT-ROBO Rho GTPase activating protein 2D (pseudogene)
SRGAP3;chr3;8980591;8985932;-;18864;SLIT-ROBO Rho GTPase activating protein 3
SRGAP3-AS1;chr3;9014123;9014291;+;428;SRGAP3 antisense RNA 1
SRGAP3-AS2;chr3;9192493;9192995;+;1439;SRGAP3 antisense RNA 2
SRGAP3-AS3;chr3;9216895;9216989;+;1223;SRGAP3 antisense RNA 3
SRGAP3-AS4;chr3;9249742;9249821;+;457;SRGAP3 antisense RNA 4
SRGN;chr10;69088103;69088236;+;1217;serglycin
SRGNP1;chr13;78285838;78286288;+;451;serglycin pseudogene 1
SRI;chr7;88205115;88206504;-;4226;sorcin
SRI-AS1;chr7;88216660;88216757;+;576;SRI antisense RNA 1
SRL;chr16;4189374;4192964;-;5702;sarcalumenin
SRM;chr1;11054584;11054885;-;1894;spermidine synthase
SRMP2;chr14;60919240;60920155;-;916;SRM pseudogene 2
SRMP3;chr2;128139792;128140516;-;725;SRM pseudogene 3
SRMS;chr20;63538489;63540999;-;4082;src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites
SRP14;chr15;40035690;40036500;-;2047;signal recognition particle 14
SRP14-DT;chr15;40039242;40039448;+;5406;SRP14 divergent transcript
SRP14P2;chr11;93535468;93535816;+;349;signal recognition particle 14 pseudogene 2
SRP14P3;chr17;49795343;49795669;+;327;signal recognition particle 14 pseudogene 3
SRP19;chr5;112861188;112861417;+;10517;signal recognition particle 19
SRP54;chr14;34981957;34982002;+;8477;signal recognition particle 54
SRP54-AS1;chr14;34911580;34912374;-;3788;SRP54 antisense RNA 1
SRP68;chr17;76038775;76039933;-;7505;signal recognition particle 68
SRP68P1;chr17;16787235;16787340;-;269;signal recognition particle 68 pseudogene 1
SRP68P3;chr17;20415792;20415954;-;344;signal recognition particle 68 pseudogene 3
SRP72;chr4;56467617;56467744;+;6145;signal recognition particle 72
SRP72P2;chr6;158237336;158238403;-;1979;signal recognition particle 72 pseudogene 2
SRP9;chr1;225777813;225778012;+;2220;signal recognition particle 9
SRP9P1;chr10;91807179;91807439;-;261;signal recognition particle 9 pseudogene 1
SRPK1;chr6;35832966;35835488;-;6692;SRSF protein kinase 1
SRPK2;chr7;105110704;105111188;-;6366;SRSF protein kinase 2
SRPK2P;chr8;62863082;62864181;-;1100;SRSF protein kinase 2 pseudogene
SRPK3;chrX;153776412;153776459;+;4744;SRSF protein kinase 3
SRPRA;chr11;126262938;126264044;-;4148;SRP receptor subunit alpha
SRPRB;chr3;133784023;133784144;+;4190;SRP receptor subunit beta
SRPX;chrX;38149336;38149894;-;1987;sushi repeat containing protein X-linked
SRPX2;chrX;100644195;100644515;+;7707;sushi repeat containing protein X-linked 2
SRR;chr17;2303383;2303477;+;3252;serine racemase
SRRD;chr22;26483877;26484099;+;4319;SRR1 domain containing
SRRM1;chr1;24631716;24631777;+;7922;serine and arginine repetitive matrix 1
SRRM1P3;chrX;136976417;136976476;-;2678;serine/arginine repetitive matrix 1 pseudogene 3
SRRM2;chr16;2752626;2752854;+;12969;serine/arginine repetitive matrix 2
SRRM2-AS1;chr16;2737076;2737288;-;6556;SRRM2 antisense RNA 1
SRRM3;chr7;76201896;76202067;+;6877;serine/arginine repetitive matrix 3
SRRM4;chr12;118981541;118982013;+;12227;serine/arginine repetitive matrix 4
SRRM5;chr19;43596617;43596743;+;2699;serine/arginine repetitive matrix 5
SRRT;chr7;100875103;100875328;+;4858;serrate, RNA effector molecule
SRSF1;chr17;58000919;58005600;-;5781;serine and arginine rich splicing factor 1
SRSF10;chr1;23964347;23971439;-;11860;serine and arginine rich splicing factor 10
SRSF10P1;chr18;51158282;51158426;-;764;serine and arginine rich splicing factor 10 pseudogene 1
SRSF11;chr1;70205682;70205780;+;8473;serine and arginine rich splicing factor 11
SRSF12;chr6;89095959;89098947;-;4538;serine and arginine rich splicing factor 12
SRSF2;chr17;76734115;76735158;-;2976;serine and arginine rich splicing factor 2
SRSF2P1;chrX;34387722;34388464;+;743;SRSF2 pseudogene 1
SRSF3;chr6;36594353;36594481;+;7118;serine and arginine rich splicing factor 3
SRSF3P1;chr11;18665050;18665548;+;499;SRSF3 pseudogene 1
SRSF4;chr1;29147743;29149226;-;8806;serine and arginine rich splicing factor 4
SRSF5;chr14;69726900;69727191;+;5357;serine and arginine rich splicing factor 5
SRSF6;chr20;43457893;43458140;+;4894;serine and arginine rich splicing factor 6
SRSF6P2;chr17;16616848;16617881;-;1034;SRSF6 pseudogene 2
SRSF7;chr2;38743599;38745187;-;4045;serine and arginine rich splicing factor 7
SRSF8;chr11;95066919;95071225;+;4307;serine and arginine rich splicing factor 8
SRSF8CP;chr7;47052793;47053674;+;882;serine and arginine rich splicing factor 8C, pseudogene
SRSF9;chr12;120461672;120462162;-;3695;serine and arginine rich splicing factor 9
SRSF9P1;chr21;36295173;36295702;-;530;serine and arginine rich splicing factor 9 pseudogene 1
SRXN1;chr20;646615;648917;-;2528;sulfiredoxin 1
SS18;chr18;26016253;26018380;-;6144;SS18 subunit of BAF chromatin remodeling complex
SS18L1;chr20;62143769;62143889;+;5150;SS18L1 subunit of BAF chromatin remodeling complex
SS18L2;chr3;42581840;42581958;+;3118;SS18 like 2
SS18L2P2;chr18;51421063;51421248;-;235;SS18 like 2 pseudogene 2
SSB;chr2;169791933;169793832;+;5054;small RNA binding exonuclease protection factor La
SSBL3P;chr12;45071769;45072843;+;1075;small RNA binding exonuclease protection factor La like 3, pseudogene
SSBL4P;chr1;147082338;147083578;-;1241;small RNA binding exonuclease protection factor La like 4, pseudogene
SSBP1;chr7;141738334;141738593;+;4975;single stranded DNA binding protein 1
SSBP2;chr5;81412804;81420533;-;11498;single stranded DNA binding protein 2
SSBP3;chr1;54225433;54227160;-;6954;single stranded DNA binding protein 3
SSBP3-AS1;chr1;54236440;54239063;+;2624;SSBP3 antisense RNA 1
SSBP3P1;chr7;39833571;39834718;+;1148;SSBP3 pseudogene 1
SSBP3P2;chr2;131352214;131353239;-;1026;SSBP3 pseudogene 2
SSBP4;chr19;18418864;18419149;+;2974;single stranded DNA binding protein 4
SSC4D;chr7;76389334;76390375;-;2821;scavenger receptor cysteine rich family member with 4 domains
SSC5D;chr19;55488404;55488614;+;7315;scavenger receptor cysteine rich family member with 5 domains
SSH1;chr12;108778191;108789244;-;14538;slingshot protein phosphatase 1
SSH2;chr17;29625938;29632931;-;12696;slingshot protein phosphatase 2
SSH3;chr11;67303478;67303691;+;3611;slingshot protein phosphatase 3
SSNA1;chr9;137188660;137189265;+;1170;SS nuclear autoantigen 1
SSPN;chr12;26121991;26122152;+;6780;sarcospan
SSPOP;chr7;149776042;149776091;+;21096;SCO-spondin, pseudogene
SSR1;chr6;7268306;7269154;-;11349;signal sequence receptor subunit 1
SSR2;chr1;156009048;156009650;-;6643;signal sequence receptor subunit 2
SSR3;chr3;156539553;156543269;-;5179;signal sequence receptor subunit 3
SSR4;chrX;153793516;153794585;+;4564;signal sequence receptor subunit 4
SSR4P1;chr21;45070952;45073211;-;2636;signal sequence receptor subunit 4 pseudogene 1
SSRP1;chr11;57325986;57326478;-;6337;structure specific recognition protein 1
SST;chr3;187668912;187669277;-;607;somatostatin
SSTR1;chr14;38207904;38208104;+;4390;somatostatin receptor 1
SSTR2;chr17;73165010;73165288;+;7854;somatostatin receptor 2
SSTR3;chr22;37204237;37207839;-;4677;somatostatin receptor 3
SSTR4;chr20;23035312;23039237;+;3926;somatostatin receptor 4
SSTR5;chr16;1072747;1072822;+;2705;somatostatin receptor 5
SSTR5-AS1;chr16;1064087;1066526;-;4070;SSTR5 antisense RNA 1
SSU72;chr1;1541673;1542167;-;6919;SSU72 homolog, RNA polymerase II CTD phosphatase
SSUH2;chr3;8619386;8620014;-;6293;ssu-2 homolog
SSX2IP;chr1;84643706;84647607;-;8563;SSX family member 2 interacting protein
SSXP10;chr6;118589070;118589634;+;565;SSX family pseudogene 10
ST13;chr22;40824535;40826666;-;3764;ST13 Hsp70 interacting protein
ST13P10;chr11;112267290;112268371;-;1082;ST13, Hsp70 interacting protein pseudogene 10
ST13P13;chr10;103215709;103216800;+;1092;ST13, Hsp70 interacting protein pseudogene 13
ST13P14;chr3;50876712;50876856;-;734;ST13, Hsp70 interacting protein pseudogene 14
ST13P15;chr3;143517123;143518229;-;1107;ST13, Hsp70 interacting protein pseudogene 15
ST13P16;chr6;87444395;87445175;-;781;ST13, Hsp70 interacting protein pseudogene 16
ST13P18;chrX;93287733;93288759;-;1027;ST13, Hsp70 interacting protein pseudogene 18
ST13P19;chr1;210265636;210266182;-;1124;ST13, Hsp70 interacting protein pseudogene 19
ST13P20;chr1;81721693;81722005;+;1065;ST13, Hsp70 interacting protein pseudogene 20
ST13P3;chr12;106015897;106017006;+;1110;ST13, Hsp70 interacting protein pseudogene 3
ST13P4;chr13;50172089;50173181;+;1093;ST13, Hsp70 interacting protein pseudogene 4
ST13P5;chr11;18261982;18263091;+;1110;ST13, Hsp70 interacting protein pseudogene 5
ST13P6;chr8;133408006;133409107;+;1102;ST13, Hsp70 interacting protein pseudogene 6
ST13P7;chr7;133169416;133170514;-;1099;ST13, Hsp70 interacting protein pseudogene 7
ST14;chr11;130159782;130160060;+;4116;ST14 transmembrane serine protease matriptase
